duration,duration_seconds,start_time,start_station,start_terminal,end_time,end_station,end_terminal,bike_number,rider_type,id
0h 3m 12sec.,192.0,2012-01-01 02:18:00,23rd & Crystal Dr,31011.0,2012-01-01 02:21:00,18th & Bell St,31007.0,W01325,Registered,162
0h 4m 54sec.,294.0,2012-01-01 02:18:00,Columbia Rd & Belmont St NW,31113.0,2012-01-01 02:23:00,16th & Harvard St NW,31103.0,W01322,Registered,163
0h 0m 21sec.,21.0,2012-01-01 02:19:00,14th & R St NW,31202.0,2012-01-01 02:19:00,14th & R St NW,31202.0,W00804,Registered,164
0h 2m 42sec.,162.0,2012-01-01 02:20:00,12th & Hayes St,31001.0,2012-01-01 02:23:00,18th & Hayes St,31004.0,W00960,Registered,165
0h 16m 4sec.,964.0,2012-01-01 02:22:00,Florida Ave & R St NW,31503.0,2012-01-01 02:38:00,13th & H St NE,31611.0,W01254,Casual,166
0h 15m 7sec.,907.0,2012-01-01 02:23:00,Florida Ave & R St NW,31503.0,2012-01-01 02:38:00,13th & H St NE,31611.0,W00173,Casual,167
0h 14m 31sec.,871.0,2012-01-01 02:23:00,Convention Center / 7th & M St NW,31223.0,2012-01-01 02:37:00,14th & V St NW,31101.0,W00663,Casual,168
0h 14m 18sec.,858.0,2012-01-01 02:23:00,Convention Center / 7th & M St NW,31223.0,2012-01-01 02:37:00,14th & V St NW,31101.0,W00519,Casual,169
0h 20m 50sec.,1250.0,2012-01-01 02:23:00,17th & Corcoran St NW,31214.0,2012-01-01 02:44:00,11th & Kenyon St NW,31102.0,W00305,Registered,170
0h 21m 1sec.,1261.0,2012-01-01 02:24:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-01 02:45:00,5th St & K St NW,31600.0,W00019,Registered,171
0h 2m 46sec.,166.0,2012-01-01 02:24:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-01 02:27:00,Calvert St & Woodley Pl NW,31106.0,w00527,Casual,172
0h 19m 21sec.,1161.0,2012-01-01 02:25:00,17th & Corcoran St NW,31214.0,2012-01-01 02:44:00,11th & Kenyon St NW,31102.0,W00408,Registered,173
0h 17m 14sec.,1034.0,2012-01-01 02:25:00,14th & Harvard St NW,31105.0,2012-01-01 02:43:00,1st & M St NE,31603.0,W01238,Registered,174
0h 4m 15sec.,255.0,2012-01-01 02:26:00,Park Rd & Holmead Pl NW,31602.0,2012-01-01 02:30:00,Georgia & New Hampshire Ave NW,31400.0,W00427,Registered,175
0h 10m 5sec.,605.0,2012-01-01 02:26:00,10th & U St NW,31111.0,2012-01-01 02:36:00,Lamont & Mt Pleasant NW,31107.0,W00163,Registered,176
0h 16m 32sec.,992.0,2012-01-01 02:26:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-01 02:43:00,14th St & Spring Rd NW,31401.0,W01284,Casual,177
0h 4m 40sec.,280.0,2012-01-01 02:26:00,13th St & New York Ave NW,31227.0,2012-01-01 02:31:00,8th & H St NW,31228.0,W00798,Registered,178
0h 6m 14sec.,374.0,2012-01-01 02:27:00,17th & Corcoran St NW,31214.0,2012-01-01 02:33:00,21st & M St NW,31212.0,W01266,Registered,179
0h 36m 3sec.,2163.0,2012-01-01 02:27:00,Bladensburg Rd & Benning Rd NE,31617.0,2012-01-01 03:03:00,14th & V St NW,31101.0,W00599,Registered,180
0h 36m 35sec.,2195.0,2012-01-01 02:28:00,14th St & Spring Rd NW,31401.0,2012-01-01 03:04:00,7th & Water St SW / SW Waterfront,31609.0,W01453,Registered,181
0h 36m 19sec.,2179.0,2012-01-01 02:28:00,14th St & Spring Rd NW,31401.0,2012-01-01 03:04:00,7th & Water St SW / SW Waterfront,31609.0,W01053,Registered,182
0h 5m 32sec.,332.0,2012-01-01 02:28:00,17th & Corcoran St NW,31214.0,2012-01-01 02:34:00,20th St & Florida Ave NW,31110.0,W00451,Registered,183
0h 4m 33sec.,273.0,2012-01-01 02:29:00,Columbus Circle / Union Station,31623.0,2012-01-01 02:34:00,4th & East Capitol St NE,31618.0,W00342,Registered,184
0h 19m 36sec.,1176.0,2012-01-01 02:31:00,20th St & Florida Ave NW,31110.0,2012-01-01 02:50:00,Florida Ave & R St NW,31503.0,W01362,Registered,185
0h 53m 21sec.,3201.0,2012-01-01 02:32:00,13th & H St NE,31611.0,2012-01-01 03:25:00,14th & Harvard St NW,31105.0,W00969,Casual,186
0h 8m 42sec.,522.0,2012-01-01 02:32:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-01 02:41:00,Park Rd & Holmead Pl NW,31602.0,W01260,Registered,187
0h 9m 45sec.,585.0,2012-01-01 02:33:00,7th & R St NW / Shaw Library,31245.0,2012-01-01 02:42:00,5th & F St NW,31620.0,W00208,Registered,188
0h 29m 53sec.,1793.0,2012-01-01 02:34:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613.0,2012-01-01 03:04:00,1st & M St NE,31603.0,W00760,Casual,189
0h 46m 38sec.,2798.0,2012-01-01 02:35:00,13th & H St NE,31611.0,2012-01-01 03:21:00,Florida Ave & R St NW,31503.0,W00339,Casual,190
0h 10m 5sec.,605.0,2012-01-01 02:35:00,Georgia & New Hampshire Ave NW,31400.0,2012-01-01 02:45:00,14th & Harvard St NW,31105.0,W00427,Registered,191
0h 45m 50sec.,2750.0,2012-01-01 02:35:00,13th & H St NE,31611.0,2012-01-01 03:21:00,Florida Ave & R St NW,31503.0,W00846,Casual,192
0h 6m 41sec.,401.0,2012-01-01 02:37:00,Harvard St & Adams Mill Rd NW,31112.0,2012-01-01 02:44:00,Calvert St & Woodley Pl NW,31106.0,W01486,Registered,193
0h 0m 4sec.,4.0,2012-01-01 02:38:00,16th & Harvard St NW,31103.0,2012-01-01 02:38:00,16th & Harvard St NW,31103.0,W01058,Registered,194
0h 3m 27sec.,207.0,2012-01-01 02:38:00,16th & Harvard St NW,31103.0,2012-01-01 02:42:00,Lamont & Mt Pleasant NW,31107.0,W01058,Registered,195
0h 15m 26sec.,926.0,2012-01-01 02:39:00,14th & D St SE,31607.0,2012-01-01 02:54:00,6th & H St NE,31615.0,W00724,Casual,196
0h 22m 35sec.,1355.0,2012-01-01 02:39:00,Lynn & 19th St North,31014.0,2012-01-01 03:02:00,Thomas Circle,31241.0,W01268,Registered,197
0h 24m 44sec.,1484.0,2012-01-01 02:39:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613.0,2012-01-01 03:04:00,1st & M St NE,31603.0,W00448,Casual,198
0h 7m 14sec.,434.0,2012-01-01 02:40:00,5th St & K St NW,31600.0,2012-01-01 02:47:00,Florida Ave & R St NW,31503.0,W01224,Registered,199
0h 8m 36sec.,516.0,2012-01-01 02:41:00,14th St & Spring Rd NW,31401.0,2012-01-01 02:49:00,14th St Heights / 14th & Crittenden St NW,31402.0,W00455,Registered,200
0h 12m 41sec.,761.0,2012-01-01 02:46:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-01 02:58:00,14th & V St NW,31101.0,W01298,Registered,201
0h 4m 36sec.,276.0,2012-01-01 02:46:00,17th & Corcoran St NW,31214.0,2012-01-01 02:51:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00097,Registered,202
0h 14m 55sec.,895.0,2012-01-01 02:47:00,5th St & K St NW,31600.0,2012-01-01 03:02:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00019,Registered,203
0h 3m 36sec.,216.0,2012-01-01 02:47:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-01 02:51:00,14th & Harvard St NW,31105.0,W00727,Registered,204
0h 9m 12sec.,552.0,2012-01-01 02:47:00,11th & Kenyon St NW,31102.0,2012-01-01 02:57:00,Adams Mill & Columbia Rd NW,31104.0,W00910,Registered,205
0h 16m 20sec.,980.0,2012-01-01 02:48:00,Metro Center / 12th & G St NW,31230.0,2012-01-01 03:04:00,13th & H St NE,31611.0,w01100,Registered,206
0h 6m 54sec.,414.0,2012-01-01 02:49:00,14th & Harvard St NW,31105.0,2012-01-01 02:56:00,15th & P St NW,31201.0,W00332,Registered,207
0h 6m 23sec.,383.0,2012-01-01 02:49:00,Columbus Circle / Union Station,31623.0,2012-01-01 02:56:00,13th & D St NE,31622.0,W00241,Registered,208
0h 7m 44sec.,464.0,2012-01-01 02:52:00,Columbus Circle / Union Station,31623.0,2012-01-01 03:00:00,13th & H St NE,31611.0,W00265,Registered,209
0h 5m 54sec.,354.0,2012-01-01 02:53:00,5th & F St NW,31620.0,2012-01-01 02:59:00,5th & F St NW,31620.0,W00150,Registered,210
0h 4m 6sec.,246.0,2012-01-01 02:55:00,21st & M St NW,31212.0,2012-01-01 02:59:00,M St & Pennsylvania Ave NW,31246.0,W01375,Registered,211
0h 5m 43sec.,343.0,2012-01-01 02:55:00,15th & P St NW,31201.0,2012-01-01 03:01:00,16th & U St NW,31229.0,W01262,Registered,212
0h 12m 2sec.,722.0,2012-01-01 02:55:00,7th & R St NW / Shaw Library,31245.0,2012-01-01 03:07:00,Georgia & New Hampshire Ave NW,31400.0,W00033,Registered,213
0h 3m 41sec.,221.0,2012-01-01 02:58:00,16th & Harvard St NW,31103.0,2012-01-01 03:01:00,Calvert St & Woodley Pl NW,31106.0,W01322,Registered,214
0h 9m 39sec.,579.0,2012-01-01 02:58:00,16th & Harvard St NW,31103.0,2012-01-01 03:08:00,25th St & Pennsylvania Ave NW,31237.0,W00950,Registered,215
0h 6m 16sec.,376.0,2012-01-01 02:59:00,Park Rd & Holmead Pl NW,31602.0,2012-01-01 03:06:00,Calvert St & Woodley Pl NW,31106.0,W00998,Registered,216
0h 4m 11sec.,251.0,2012-01-01 03:01:00,17th & Rhode Island Ave NW,31239.0,2012-01-01 03:06:00,17th & Rhode Island Ave NW,31239.0,W01364,Registered,217
0h 0m 31sec.,31.0,2012-01-01 03:03:00,Columbus Circle / Union Station,31623.0,2012-01-01 03:03:00,Columbus Circle / Union Station,31623.0,W00292,Registered,218
0h 15m 43sec.,943.0,2012-01-01 03:03:00,14th & V St NW,31101.0,2012-01-01 03:19:00,Van Ness Metro / UDC,31300.0,W01233,Registered,219
0h 30m 39sec.,1839.0,2012-01-01 03:03:00,10th & U St NW,31111.0,2012-01-01 03:34:00,C & O Canal & Wisconsin Ave NW,31225.0,W00789,Casual,220
0h 13m 19sec.,799.0,2012-01-01 03:03:00,14th & V St NW,31101.0,2012-01-01 03:16:00,Calvert St & Woodley Pl NW,31106.0,W01203,Registered,221
0h 7m 30sec.,450.0,2012-01-01 03:04:00,18th & M St NW,31221.0,2012-01-01 03:11:00,16th & U St NW,31229.0,W00988,Registered,222
0h 2m 47sec.,167.0,2012-01-01 03:07:00,13th & H St NE,31611.0,2012-01-01 03:10:00,13th & D St NE,31622.0,w01100,Registered,223
9h 10m 57sec.,33057.0,2012-01-01 03:08:00,New York Ave & 15th St NW,31222.0,2012-01-01 12:19:00,New York Ave & 15th St NW,31222.0,W00466,Casual,224
0h 7m 9sec.,429.0,2012-01-01 03:08:00,10th & U St NW,31111.0,2012-01-01 03:15:00,8th & H St NW,31228.0,W01208,Registered,225
0h 15m 3sec.,903.0,2012-01-01 03:08:00,19th & East Capitol St SE,31601.0,2012-01-01 03:23:00,4th St & Massachusetts Ave NW,31604.0,W01328,Registered,226
0h 7m 11sec.,431.0,2012-01-01 03:08:00,Calvert St & Woodley Pl NW,31106.0,2012-01-01 03:15:00,Columbia Rd & Belmont St NW,31113.0,W00049,Registered,227
0h 35m 29sec.,2129.0,2012-01-01 03:08:00,14th & Harvard St NW,31105.0,2012-01-01 03:44:00,15th St & Massachusetts Ave SE,31626.0,W00427,Casual,228
0h 7m 43sec.,463.0,2012-01-01 03:08:00,Calvert St & Woodley Pl NW,31106.0,2012-01-01 03:16:00,Columbia Rd & Belmont St NW,31113.0,W00046,Registered,229
0h 59m 10sec.,3550.0,2012-01-01 03:08:00,New York Ave & 15th St NW,31222.0,2012-01-01 04:07:00,New York Ave & 15th St NW,31222.0,W00358,Casual,230
0h 4m 33sec.,273.0,2012-01-01 03:09:00,10th & U St NW,31111.0,2012-01-01 03:13:00,10th & U St NW,31111.0,W00933,Registered,231
0h 13m 36sec.,816.0,2012-01-01 03:09:00,6th & H St NE,31615.0,2012-01-01 03:23:00,14th & Rhode Island Ave NW,31203.0,W00834,Registered,232
0h 1m 20sec.,80.0,2012-01-01 03:09:00,Columbus Circle / Union Station,31623.0,2012-01-01 03:11:00,Columbus Circle / Union Station,31623.0,W00707,Registered,233
0h 4m 52sec.,292.0,2012-01-01 03:10:00,Connecticut Ave & Newark St NW / Cleveland Park,31305.0,2012-01-01 03:15:00,Calvert St & Woodley Pl NW,31106.0,W01458,Registered,234
0h 10m 3sec.,603.0,2012-01-01 03:11:00,10th & U St NW,31111.0,2012-01-01 03:21:00,16th & Harvard St NW,31103.0,W00829,Registered,235
67h 48m 9sec.,244089.0,2012-01-01 03:11:00,14th & Harvard St NW,31105.0,2012-01-03 22:59:00,14th St & Spring Rd NW,31401.0,W00438,Registered,236
0h 14m 16sec.,856.0,2012-01-01 03:13:00,16th & Harvard St NW,31103.0,2012-01-01 03:27:00,1st & Rhode Island Ave NW,31506.0,W00946,Casual,237
0h 19m 23sec.,1163.0,2012-01-01 03:14:00,10th & U St NW,31111.0,2012-01-01 03:34:00,C & O Canal & Wisconsin Ave NW,31225.0,W00330,Casual,238
0h 10m 4sec.,604.0,2012-01-01 03:14:00,14th St Heights / 14th & Crittenden St NW,31402.0,2012-01-01 03:24:00,14th & Harvard St NW,31105.0,W00270,Registered,239
0h 7m 22sec.,442.0,2012-01-01 03:16:00,Calvert St & Woodley Pl NW,31106.0,2012-01-01 03:23:00,21st & M St NW,31212.0,W01458,Registered,240
0h 27m 35sec.,1655.0,2012-01-01 03:16:00,17th & Corcoran St NW,31214.0,2012-01-01 03:44:00,4th & East Capitol St NE,31618.0,W01300,Registered,241
0h 6m 9sec.,369.0,2012-01-01 03:17:00,16th & Harvard St NW,31103.0,2012-01-01 03:23:00,Georgia & New Hampshire Ave NW,31400.0,W00350,Registered,242
0h 6m 14sec.,374.0,2012-01-01 03:17:00,14th St & Spring Rd NW,31401.0,2012-01-01 03:24:00,14th & Harvard St NW,31105.0,W00110,Registered,243
0h 4m 59sec.,299.0,2012-01-01 03:18:00,11th & Kenyon St NW,31102.0,2012-01-01 03:23:00,10th & U St NW,31111.0,W00305,Registered,244
0h 6m 52sec.,412.0,2012-01-01 03:20:00,5th St & K St NW,31600.0,2012-01-01 03:27:00,1st & Rhode Island Ave NW,31506.0,W00177,Registered,245
0h 15m 41sec.,941.0,2012-01-01 03:20:00,9th & Upshur St NW,31404.0,2012-01-01 03:36:00,Convention Center / 7th & M St NW,31223.0,W00524,Registered,246
0h 6m 8sec.,368.0,2012-01-01 03:22:00,14th & Harvard St NW,31105.0,2012-01-01 03:29:00,14th & Rhode Island Ave NW,31203.0,W01278,Registered,247
0h 10m 31sec.,631.0,2012-01-01 03:23:00,13th & H St NE,31611.0,2012-01-01 03:33:00,3rd & H St NE,31616.0,W00173,Registered,248
0h 9m 40sec.,580.0,2012-01-01 03:24:00,13th & H St NE,31611.0,2012-01-01 03:34:00,3rd & H St NE,31616.0,W01254,Registered,249
0h 5m 37sec.,337.0,2012-01-01 03:25:00,10th & U St NW,31111.0,2012-01-01 03:31:00,10th & U St NW,31111.0,W01319,Casual,250
0h 11m 46sec.,706.0,2012-01-01 03:26:00,10th & U St NW,31111.0,2012-01-01 03:38:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00931,Registered,251
0h 2m 7sec.,127.0,2012-01-01 03:27:00,Florida Ave & R St NW,31503.0,2012-01-01 03:29:00,Florida Ave & R St NW,31503.0,W01224,Registered,252
0h 10m 26sec.,626.0,2012-01-01 03:29:00,14th & Rhode Island Ave NW,31203.0,2012-01-01 03:40:00,11th & Kenyon St NW,31102.0,W00474,Registered,253
0h 21m 23sec.,1283.0,2012-01-01 03:31:00,16th & U St NW,31229.0,2012-01-01 03:52:00,Lynn & 19th St North,31014.0,W01204,Registered,254
0h 19m 55sec.,1195.0,2012-01-01 03:32:00,14th & V St NW,31101.0,2012-01-01 03:52:00,7th & Water St SW / SW Waterfront,31609.0,W00602,Casual,255
0h 19m 34sec.,1174.0,2012-01-01 03:32:00,14th & V St NW,31101.0,2012-01-01 03:52:00,7th & Water St SW / SW Waterfront,31609.0,W01417,Registered,256
0h 2m 44sec.,164.0,2012-01-01 03:34:00,11th & Kenyon St NW,31102.0,2012-01-01 03:37:00,Park Rd & Holmead Pl NW,31602.0,W00635,Registered,257
0h 8m 33sec.,513.0,2012-01-01 03:35:00,14th & V St NW,31101.0,2012-01-01 03:44:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00164,Casual,258
0h 46m 20sec.,2780.0,2012-01-01 03:39:00,Florida Ave & R St NW,31503.0,2012-01-01 04:25:00,1st & Rhode Island Ave NW,31506.0,W01224,Casual,259
0h 4m 9sec.,249.0,2012-01-01 03:41:00,14th & R St NW,31202.0,2012-01-01 03:45:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00735,Registered,260
0h 10m 18sec.,618.0,2012-01-01 03:42:00,10th & U St NW,31111.0,2012-01-01 03:53:00,5th St & K St NW,31600.0,W01319,Registered,261
0h 11m 45sec.,705.0,2012-01-01 03:47:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-01 03:59:00,Calvert St & Woodley Pl NW,31106.0,W00019,Registered,262
0h 2m 54sec.,174.0,2012-01-01 03:53:00,5th & F St NW,31620.0,2012-01-01 03:55:00,5th St & K St NW,31600.0,W00150,Registered,263
0h 16m 26sec.,986.0,2012-01-01 03:53:00,5th St & K St NW,31600.0,2012-01-01 04:09:00,15th St & Massachusetts Ave SE,31626.0,W01319,Registered,264
0h 31m 37sec.,1897.0,2012-01-01 03:53:00,13th & H St NE,31611.0,2012-01-01 04:25:00,14th & V St NW,31101.0,W00265,Registered,265
0h 6m 20sec.,380.0,2012-01-01 03:55:00,11th & Kenyon St NW,31102.0,2012-01-01 04:01:00,Adams Mill & Columbia Rd NW,31104.0,W00733,Registered,266
0h 17m 52sec.,1072.0,2012-01-01 03:55:00,20th St & Florida Ave NW,31110.0,2012-01-01 04:13:00,34th St & Wisconsin Ave NW,31226.0,W00981,Casual,267
0h 4m 46sec.,286.0,2012-01-01 03:59:00,14th & Rhode Island Ave NW,31203.0,2012-01-01 04:04:00,16th & U St NW,31229.0,W00834,Registered,268
0h 14m 5sec.,845.0,2012-01-01 04:05:00,14th & V St NW,31101.0,2012-01-01 04:20:00,9th & Upshur St NW,31404.0,W00599,Registered,269
0h 12m 27sec.,747.0,2012-01-01 04:23:00,Columbia Rd & Belmont St NW,31113.0,2012-01-01 04:36:00,Florida Ave & R St NW,31503.0,W01130,Registered,270
0h 7m 2sec.,422.0,2012-01-01 04:26:00,10th & U St NW,31111.0,2012-01-01 04:33:00,1st & Rhode Island Ave NW,31506.0,W00933,Registered,271
0h 8m 13sec.,493.0,2012-01-01 04:32:00,7th & F St NW / National Portrait Gallery,31232.0,2012-01-01 04:40:00,3rd & H St NE,31616.0,W00324,Registered,272
0h 11m 3sec.,663.0,2012-01-01 04:34:00,Convention Center / 7th & M St NW,31223.0,2012-01-01 04:45:00,6th & H St NE,31615.0,W00851,Registered,273
0h 7m 34sec.,454.0,2012-01-01 04:34:00,5th St & K St NW,31600.0,2012-01-01 04:42:00,1st & M St NE,31603.0,W00150,Registered,274
0h 11m 1sec.,661.0,2012-01-01 04:36:00,Florida Ave & R St NW,31503.0,2012-01-01 04:47:00,Bladensburg Rd & Benning Rd NE,31617.0,W01130,Registered,275
0h 6m 24sec.,384.0,2012-01-01 04:56:00,18th & M St NW,31221.0,2012-01-01 05:02:00,14th & Rhode Island Ave NW,31203.0,W00522,Registered,276
0h 11m 23sec.,683.0,2012-01-01 05:01:00,14th & Rhode Island Ave NW,31203.0,2012-01-01 05:12:00,20th St & Florida Ave NW,31110.0,W00079,Registered,277
0h 4m 56sec.,296.0,2012-01-01 05:06:00,16th & Harvard St NW,31103.0,2012-01-01 05:11:00,14th St & Spring Rd NW,31401.0,W00235,Registered,278
0h 2m 40sec.,160.0,2012-01-01 05:22:00,14th & R St NW,31202.0,2012-01-01 05:25:00,14th & Rhode Island Ave NW,31203.0,W00804,Registered,279
0h 1m 57sec.,117.0,2012-01-01 05:23:00,14th & R St NW,31202.0,2012-01-01 05:25:00,14th & Rhode Island Ave NW,31203.0,W01327,Registered,280
0h 5m 18sec.,318.0,2012-01-01 05:52:00,17th & Corcoran St NW,31214.0,2012-01-01 05:58:00,21st & M St NW,31212.0,W01459,Registered,281
0h 5m 13sec.,313.0,2012-01-01 06:04:00,Lynn & 19th St North,31014.0,2012-01-01 06:10:00,C & O Canal & Wisconsin Ave NW,31225.0,W00972,Registered,282
0h 39m 44sec.,2384.0,2012-01-01 06:29:00,N Rhodes & 16th St N,31018.0,2012-01-01 07:09:00,Columbus Circle / Union Station,31623.0,W00318,Casual,283
0h 16m 12sec.,972.0,2012-01-01 07:06:00,14th & Harvard St NW,31105.0,2012-01-01 07:22:00,1st & M St NE,31603.0,W00270,Registered,284
0h 6m 37sec.,397.0,2012-01-01 07:29:00,14th & R St NW,31202.0,2012-01-01 07:35:00,21st & M St NW,31212.0,W00391,Casual,285
0h 10m 14sec.,614.0,2012-01-01 07:29:00,36th & Calvert St NW / Glover Park,31304.0,2012-01-01 07:39:00,Lynn & 19th St North,31014.0,W01337,Registered,286
0h 12m 0sec.,720.0,2012-01-01 07:37:00,15th & Hayes St,31005.0,2012-01-01 07:49:00,27th & Crystal Dr,31009.0,W01359,Registered,287
0h 3m 31sec.,211.0,2012-01-01 07:47:00,16th & U St NW,31229.0,2012-01-01 07:51:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00988,Registered,288
0h 12m 18sec.,738.0,2012-01-01 07:48:00,4th St & Rhode Island Ave NE,31500.0,2012-01-01 08:00:00,7th & F St NW / National Portrait Gallery,31232.0,W00411,Registered,289
0h 5m 42sec.,342.0,2012-01-01 07:50:00,14th & Rhode Island Ave NW,31203.0,2012-01-01 07:56:00,16th & U St NW,31229.0,W00229,Registered,290
0h 8m 41sec.,521.0,2012-01-01 08:06:00,1st & Rhode Island Ave NW,31506.0,2012-01-01 08:15:00,North Capitol St & F St NW,31624.0,W01224,Registered,291
0h 3m 17sec.,197.0,2012-01-01 08:12:00,Thomas Circle,31241.0,2012-01-01 08:15:00,17th & K St NW [formerly 17th & L St NW],31213.0,W00388,Registered,292
0h 16m 37sec.,997.0,2012-01-01 08:23:00,14th St & Spring Rd NW,31401.0,2012-01-01 08:39:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00235,Registered,293
0h 2m 50sec.,170.0,2012-01-01 08:27:00,20th & Crystal Dr,31002.0,2012-01-01 08:30:00,23rd & Eads,31013.0,W00737,Registered,294
0h 5m 1sec.,301.0,2012-01-01 08:30:00,14th & V St NW,31101.0,2012-01-01 08:35:00,14th & Harvard St NW,31105.0,W00504,Registered,295
0h 3m 4sec.,184.0,2012-01-01 08:35:00,23rd & Eads,31013.0,2012-01-01 08:38:00,20th & Crystal Dr,31002.0,W00737,Registered,296
0h 10m 57sec.,657.0,2012-01-01 08:43:00,1st & Rhode Island Ave NW,31506.0,2012-01-01 08:54:00,7th & F St NW / National Portrait Gallery,31232.0,W00177,Casual,297
0h 13m 4sec.,784.0,2012-01-01 08:49:00,13th & D St NE,31622.0,2012-01-01 09:02:00,Columbus Circle / Union Station,31623.0,W00218,Casual,298
0h 12m 16sec.,736.0,2012-01-01 08:49:00,13th & D St NE,31622.0,2012-01-01 09:01:00,Columbus Circle / Union Station,31623.0,W00241,Casual,299
1h 15m 35sec.,4535.0,2012-01-01 08:53:00,Tenleytown / Wisconsin Ave & Albemarle St NW,31303.0,2012-01-01 10:09:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00688,Casual,300
0h 18m 30sec.,1110.0,2012-01-01 08:56:00,Calvert St & Woodley Pl NW,31106.0,2012-01-01 09:14:00,7th & F St NW / National Portrait Gallery,31232.0,W00019,Registered,301
0h 8m 34sec.,514.0,2012-01-01 08:56:00,17th & Corcoran St NW,31214.0,2012-01-01 09:05:00,7th & T St NW,31109.0,W00651,Registered,302
0h 2m 35sec.,155.0,2012-01-01 08:56:00,20th St & Florida Ave NW,31110.0,2012-01-01 08:59:00,16th & U St NW,31229.0,W00451,Registered,303
0h 10m 48sec.,648.0,2012-01-01 08:58:00,Thomas Circle,31241.0,2012-01-01 09:09:00,3rd & H St NE,31616.0,W01268,Registered,304
1h 33m 8sec.,5588.0,2012-01-01 09:02:00,7th & F St NW / National Portrait Gallery,31232.0,2012-01-01 10:35:00,7th & F St NW / National Portrait Gallery,31232.0,W00411,Casual,305
0h 2m 28sec.,148.0,2012-01-01 09:02:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-01 09:05:00,Calvert St & Woodley Pl NW,31106.0,W00654,Registered,306
0h 11m 54sec.,714.0,2012-01-01 09:18:00,Florida Ave & R St NW,31503.0,2012-01-01 09:30:00,5th & F St NW,31620.0,W01362,Registered,307
0h 10m 36sec.,636.0,2012-01-01 09:21:00,"Lincoln Park / 13th & East Capitol St NE ",31619.0,2012-01-01 09:32:00,3rd & D St SE,31605.0,W00379,Registered,308
1h 11m 19sec.,4279.0,2012-01-01 09:22:00,Thomas Circle,31241.0,2012-01-01 10:33:00,Thomas Circle,31241.0,W01185,Casual,309
1h 10m 58sec.,4258.0,2012-01-01 09:22:00,Thomas Circle,31241.0,2012-01-01 10:33:00,Thomas Circle,31241.0,W00426,Casual,310
0h 2m 17sec.,137.0,2012-01-01 09:26:00,23rd & Crystal Dr,31011.0,2012-01-01 09:28:00,18th & Bell St,31007.0,W01265,Registered,311
0h 10m 14sec.,614.0,2012-01-01 09:27:00,5th St & K St NW,31600.0,2012-01-01 09:37:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00673,Registered,312
0h 10m 59sec.,659.0,2012-01-01 09:29:00,34th St & Wisconsin Ave NW,31226.0,2012-01-01 09:40:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00762,Registered,313
